Samples	y_predict
TCGA.G4.6295.01A.11H.1722	1.89293280561755
TCGA.CK.6748.01A.11H.1838	0.985607428471936
TCGA.NH.A50T.01A.11H.A28I	1.48195575677511
TCGA.G4.6303.01A.11H.1773	0.746665774306873
TCGA.CK.5916.01A.11H.1652	0.66904603127335
TCGA.A6.5665.01A.01T.1652	1.08434066044089
TCGA.A6.6650.01A.11H.A279	1.13147533456415
TCGA.D5.6924.01A.11H.1927	0.779763294356816
TCGA.AZ.4323.01A.21H.1838	0.658481420391153
TCGA.A6.6137.01A.11H.1773	0.714299442745489
TCGA.D5.6920.01A.11H.1927	1.16042890896673
TCGA.A6.6781.01A.22H.1927	0.317303765550734
TCGA.D5.6537.01A.11H.1722	1.20178114674214
TCGA.DM.A28C.01A.11H.A16S	0.945110311799453
TCGA.CA.6716.01A.11H.1838	1.62284370898125
TCGA.D5.6532.01A.11H.1722	0.644378888238346
TCGA.A6.6140.01A.11H.1773	0.907353308972242
TCGA.D5.6539.01A.11H.1722	0.918506816912346
TCGA.G4.6299.01A.11H.1773	0.302073014972881
TCGA.D5.6536.01A.11H.1722	1.06239275790379
TCGA.A6.6782.01A.11H.1838	0.765502524075253
TCGA.AA.3712.01A.21H.1722	0.64233381646267
TCGA.AY.A54L.01A.11H.A28I	0.970848243734947
TCGA.AA.3660.01A.01T.1722	0.88236297942686
TCGA.DM.A28G.01A.11H.A16S	1.22103738166444
TCGA.A6.6654.01A.21H.1838	1.2908001317198
TCGA.A6.A5ZU.01A.11H.A28I	1.06211845127821
TCGA.D5.6541.01A.11H.1722	1.01085040752229
TCGA.DM.A1HB.01A.21H.A17X	0.694615647637381
TCGA.F4.6460.01A.11H.1773	1.02705907172831
TCGA.CK.6747.01A.11H.1838	0.758664814039484
TCGA.AD.5900.01A.11H.1652	0.810786651400353
TCGA.D5.6923.01A.11H.1927	0.808785084398055
TCGA.G4.6298.01A.11H.1722	0.983620946434334
TCGA.F4.6459.01A.11H.1773	1.2280784921135
TCGA.G4.6314.01A.11H.1722	1.22080236570834
TCGA.CM.6166.01A.11H.1652	0.743829038635937
TCGA.F4.6461.01A.11H.1773	0.876134504544691
TCGA.A6.2675.01A.02T.1722	1.28100019118394
TCGA.D5.5539.01A.01T.1652	0.820626819735044
TCGA.G4.6309.01A.21H.1838	1.2462789281661
TCGA.AD.A5EK.01A.11H.A28I	1.24630125316966
TCGA.AZ.5407.01A.01T.1722	0.327997079995733
TCGA.D5.6927.01A.21H.1927	0.793379543942842
TCGA.F4.6704.01A.11H.1838	0.702275500106044
TCGA.A6.6780.01A.11H.1838	1.43879657644253
TCGA.CA.5796.01A.01T.1652	1.11968421230424
TCGA.NH.A50V.01A.11H.A28I	1.0655454870193
TCGA.G4.6628.01A.11H.1838	0.703266937495752
TCGA.F4.6570.01A.11H.1773	0.792522635656693
TCGA.AZ.6600.01A.11H.1773	0.823821074641956
TCGA.CM.5348.01A.21H.1722	0.959581522910873
TCGA.CM.5860.01A.01T.1652	0.890981967367325
TCGA.A6.5656.01A.21H.1838	1.14593371100028
TCGA.A6.5661.01B.05R.2303	0.596177462632507
TCGA.DM.A0XF.01A.11H.A154	0.30416357818973
TCGA.AA.3663.01A.01T.1722	1.25018529091246
TCGA.AD.6899.01A.11H.1927	0.618026377403699
TCGA.CM.5349.01A.21H.1722	1.08332658958463
TCGA.DM.A282.01A.12H.A16S	1.0267297228746
TCGA.AA.3511.01A.21H.1838	0.879167326977278
TCGA.CM.6678.01A.11H.1838	0.59297264418712
TCGA.AD.6889.01A.11H.1927	1.1661121240168
TCGA.CM.6161.01A.11H.1652	0.619401805510569
TCGA.CM.6172.01A.11H.1652	0.525302926185488
TCGA.D5.6922.01A.11H.1927	0.646747312090037
TCGA.CM.6171.01A.11H.1652	0.909482846917486
TCGA.A6.A567.01A.31H.A28I	1.39987436772941
TCGA.CM.6677.01A.11H.1838	0.839047053030297
TCGA.CM.5344.01A.21H.1722	0.990862662397936
TCGA.A6.5662.01A.01T.1652	0.837297917474067
TCGA.A6.4105.01A.02T.1773	1.01005813963865
TCGA.F4.6805.01A.11H.1838	0.794729807858219
TCGA.AY.6386.01A.21H.1722	0.859293428722823
TCGA.G4.6294.01A.11H.1773	0.800417671221351
TCGA.AA.3697.01A.01T.1722	1.05121512745723
TCGA.CK.4952.01A.01T.1722	1.32383887861636
TCGA.CM.4743.01A.01T.1722	1.02366912219669
TCGA.CM.6170.01A.11H.1652	1.11456901520066
TCGA.DM.A1HA.01A.11H.A154	1.45049171050407
TCGA.CK.6746.01A.11H.1838	2.06922973428486
TCGA.A6.A565.01A.31H.A28I	1.17167647499565
TCGA.CA.5797.01A.01T.1652	0.618902821538115
TCGA.G4.6297.01A.11H.1722	0.84591056097807
TCGA.AZ.6606.01A.11H.1838	1.03544587573308
TCGA.A6.6138.01A.11H.1773	0.879212305027772
TCGA.CM.5862.01A.01T.1652	0.878689341620366
TCGA.CM.5868.01A.01T.1652	0.639418609597906
TCGA.DM.A0XD.01A.12H.A154	0.639871899948007
TCGA.AA.3662.01A.01T.1722	0.721794181799577
TCGA.AZ.6598.01A.11H.1773	1.10556249985426
TCGA.G4.6323.01A.11H.1722	0.875332802002031
TCGA.QG.A5Z1.01A.11H.A28I	0.784116685415898
TCGA.CK.5912.01A.11H.1652	1.13638792197501
TCGA.CK.4950.01A.01T.1722	0.754067223137912
TCGA.A6.6650.01A.11H.1773	1.39071566482135
TCGA.QG.A5Z2.01A.11H.A28I	0.85287086709542
TCGA.G4.6304.01A.11H.1927	0.87910316583931
TCGA.DM.A1D7.01A.11H.A154	0.70264083813224
TCGA.A6.6780.01A.11H.A279	1.42665052112976
TCGA.F4.6806.01A.11H.1838	0.584677338515676
TCGA.A6.5667.01A.21H.1722	0.636271007272851
TCGA.QG.A5YV.01A.11H.A28I	1.11405953457178
TCGA.CM.6674.01A.11H.1838	0.856246977288172
TCGA.CM.6680.01A.11H.1838	0.974874994604482
TCGA.A6.5659.01A.01T.1652	0.835047632494002
TCGA.CK.5915.01A.11H.1652	1.42718492889913
TCGA.CA.6717.01A.11H.1838	0.777212080322073
TCGA.CM.5861.01A.01T.1652	0.648515374717121
TCGA.DM.A288.01A.11H.A16S	0.824738804215641
TCGA.D5.5541.01A.01T.1652	0.842717508577456
TCGA.A6.A566.01A.11H.A28I	0.731871803643111
TCGA.A6.6141.01A.11H.1773	0.513827930168748
TCGA.AA.3655.01A.02T.1722	0.731675293493136
TCGA.AZ.6607.01A.11H.1838	1.33868474604897
TCGA.G4.6586.01A.11H.1773	0.946122723860114
TCGA.D5.6534.01A.21H.1927	0.59226234452532
TCGA.D5.6926.01A.11H.1927	0.973218089012548
TCGA.AA.3713.01A.21H.1722	0.864953294187515
TCGA.D5.6530.01A.11H.1722	1.02367731163472
TCGA.A6.6653.01A.11H.1773	1.22294302875648
TCGA.G4.6307.01A.11H.1722	1.25429404436864
TCGA.G4.6625.01A.21H.1773	0.618672223498338
TCGA.A6.5666.01A.01T.1652	0.402079278120039
TCGA.DM.A28A.01A.21H.A16S	0.888751568964255
TCGA.CM.6162.01A.11H.1652	0.834955075157779
TCGA.AA.3489.01A.21H.1838	0.676810898198034
TCGA.AZ.5403.01A.01T.1652	0.993192595450806
TCGA.G4.6317.01A.11H.1722	0.464655680124389
TCGA.A6.5656.01A.21H.A279	1.49289992717693
TCGA.D5.6929.01A.31H.1927	0.546603967885077
TCGA.DM.A1D9.01A.11H.A154	0.713835159709844
TCGA.F4.6854.01A.11H.1927	1.0991675863007
TCGA.DM.A280.01A.12H.A16S	0.997922838751665
TCGA.CA.5254.01A.21H.1838	0.200636076295885
TCGA.DM.A28E.01A.11H.A16S	0.848710859696009
TCGA.DM.A28K.01A.21H.A16S	0.89577209959322
TCGA.AY.5543.01A.01T.1652	0.711956487003583
TCGA.AZ.6601.01A.11H.1773	0.680496603665314
TCGA.CA.6719.01A.11H.1838	0.941831538426877
TCGA.CM.5864.01A.01T.1652	1.26465228310727
TCGA.A6.6648.01A.11H.1773	1.13353274887175
TCGA.AD.6888.01A.11H.1927	1.34639897194341
TCGA.D5.6928.01A.11H.1927	1.36969473021292
TCGA.CA.6718.01A.11H.1838	0.81769336836731
TCGA.AA.3496.01A.21H.1838	0.85183497933202
TCGA.AY.6196.01A.11H.1722	0.776030712374382
TCGA.D5.6538.01A.11H.1722	0.785825288861435
TCGA.F4.6809.01A.11H.1838	0.667440311295008
TCGA.AY.6197.01A.11H.1722	1.61890764274562
TCGA.DM.A1D4.01A.21H.A154	0.844105992264855
TCGA.CM.6676.01A.11H.1838	0.632254811262066
TCGA.CM.6167.01A.11H.1652	1.12403882377122
TCGA.D5.5538.01A.01T.1652	0.673750245900175
TCGA.A6.5661.01A.01T.1652	0.861660330985892
TCGA.AZ.6599.01A.11H.1773	0.935823809590292
TCGA.CK.5913.01A.11H.1652	0.675591704747741
TCGA.CM.6168.01A.11H.1652	0.720617157320809
TCGA.A6.A56B.01A.31H.A28I	1.2238263578331
TCGA.CK.4947.01B.11H.1652	0.751802427693234
TCGA.A6.6781.01A.22H.A279	0.466031251444066
TCGA.DM.A28F.01A.11H.A16S	1.17655371887401
TCGA.AZ.6608.01A.11H.1838	1.03552142040109
TCGA.CM.6163.01A.11H.1652	0.790890676368914
TCGA.D5.5537.01A.21H.1927	0.504859006911743
TCGA.D5.6535.01A.11H.1722	1.10599716702834
TCGA.DM.A28M.01A.12H.A16S	1.36363776594345
TCGA.D5.6931.01A.11H.1927	0.990211296965896
TCGA.QG.A5YX.01A.11H.A28I	1.3088000822855
TCGA.AM.5820.01A.01T.1652	0.655377068682641
TCGA.D5.6932.01A.11H.1927	0.709980817626404
TCGA.DM.A1DB.01A.11H.A154	2.02434457902252
TCGA.G4.6311.01A.11H.1722	1.06328407422519
TCGA.DM.A1D0.01A.11H.A154	0.844123326647414
TCGA.CM.6169.01A.11H.1652	0.708090385878943
TCGA.A6.6652.01A.11H.1773	0.892479251615309
TCGA.DM.A1DA.01A.11H.A154	2.17431739622698
TCGA.G4.6322.01A.11H.1722	1.48755511571944
